chainId,dexId,baseToken,pairAddress,liquidity,ccxt_ticker
ethereum,balancer,BAL,0x3ebf48cd7586d7a4521ce59e53d9a907ebf1480f000200000000000000000028-0xba100000625a3754423978a60c9317c58a424e3D-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":114977,""base"":10747,""quote"":45.5}",BAL
ethereum,balancer,COMP,0xefaa1604e82e1b3af8430b90192c1b9e8197e377000200000000000000000021-0xc00e94Cb662C3520282E6f5717214004A7f26888-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":497296,""base"":7356,""quote"":195.9}",COMP
ethereum,balancer,FTM,0x769432a08426d25f8f99a1af16db23ce41cad784000100000000000000000304-0x4E15361FD6b4BB609Fa63C81A2be19d873717870-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":106588,""base"":237532,""quote"":42.32}",FTM
ethereum,uniswap,alETH,0x0d1ABD96bD5cEDa47Dc06C13Dead36eac3DCA2d2,"{""usd"":191075,""base"":82.83,""quote"":97753}",ETH
ethereum,sushiswap,renBTC,0x519854dD32B4f34F9a407874b0b69218465972D6,"{""usd"":56591,""base"":1.457,""quote"":62950}",BTC
ethereum,uniswap,stETH,0x63818BbDd21E69bE108A23aC1E84cBf66399Bd7D,"{""usd"":1116404,""base"":99.53,""quote"":780.5}",ETH
ethereum,0x5FA0060FcfEa35B31F7A5f6025F0fF399b98Edf1,WETH,0x6855859BeA41A682707c4Aa98424A734515da111,"{""usd"":64259,""base"":25.49,""quote"":32130}",ETH
ethereum,sushiswap,IOTX,0x868d966d6D3d94b115e8B003C443c7A7B04A3359,"{""usd"":67032,""base"":1394193,""quote"":33516}",IOTX
ethereum,uniswap,agEUR,0x8ce5796ef6B0c5918025bCf4f9CA908201B030b3,"{""usd"":222540,""base"":165199,""quote"":47612}",EUR
ethereum,uniswap,pBTC,0x8d50d0Fd88016Ea63229e432803DB4069c40DB09,"{""usd"":186447,""base"":5.353,""quote"":73.65}",BTC
ethereum,shibaswap,UNI,0x9d406c4067A53f65DE1A8A9273D55bfEA5870a75,"{""usd"":50534,""base"":4557,""quote"":19.91}",UNI
ethereum,uniswap,cbETH,0xA4aDE2ECaDe946083678F9339Ccd33342b2B26A6,"{""usd"":66328,""base"":6.985,""quote"":41.63}",ETH
ethereum,uniswap,oBTC,0xAAC4F2193011aA80c4549e92FeB68aAf647E82CC,"{""usd"":50464,""base"":1.824,""quote"":15.43}",BTC
ethereum,sushiswap,DIA,0xC965BC2cf23D54ccF41a7d3aF10572580E9B8078,"{""usd"":62659,""base"":105238,""quote"":31330}",DIA
ethereum,uniswap,WBTC,0xCBFB0745b8489973Bf7b334d54fdBd573Df7eF3c,"{""usd"":708068,""base"":27.54,""quote"":244361}",BTC
ethereum,uniswap,renZEC,0xE6C804FF4eC692E6808C0d032CdbC03772FC4D42,"{""usd"":461894,""base"":4818,""quote"":182.3}",ZEC
polygon,uniswap,UNI,0x7f9121B4f4E040fd066e9Dc5C250Cf9B4338D5BC,"{""usd"":136994,""base"":14644,""quote"":76498}",UNI
fantom,spookyswap,YFI,0x0845c0bFe75691B1e21b24351aAc581a7FB6b7Df,"{""usd"":279232.2328581501,""base"":26.01,""quote"":111.68}",YFI
fantom,spookyswap,sFTMX,0xE67980fc955FECfDA8A92BbbFBCc9f0C4bE60A9A,"{""usd"":738886.5478501117,""base"":1608450,""quote"":1710794}",FTM
fantom,protofi,ETH,0x2592F9A13F1B7C6Ff5E4E53bDa139807ec52a981,"{""usd"":241112.818054,""base"":96.54,""quote"":120556}",ETH
celo,sushiswap,cEUR,0x0b655E7D966CB27998af94AA5719ab7BFe07D3b3,"{""usd"":488325.02192481223,""base"":232228,""quote"":244163}",EUR
bsc,babyswap,FTM,0xc85471a1bC8ae143b29fcDe6539507FBED075b15,"{""usd"":247466.21512674636,""base"":571234,""quote"":123733}",FTM
ethereum,0x5FA0060FcfEa35B31F7A5f6025F0fF399b98Edf1,HOT,0xa238a470c9121b9A5a6107D7af87eB6Bffbe72fe,"{""usd"":140026,""base"":48175731,""quote"":70013}",HOT
ethereum,balancer,SNX,0x6df50e37a6aefb9024a7284ef1c9e1e8e7c4f7b80001000000000000000002e7-0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":284259,""base"":91978,""quote"":114}",SNX
ethereum,uniswap,ZRX,0xfA97AA5002124fe7eDd36584628300E8D81dF042,"{""usd"":405387,""base"":1376011,""quote"":53486809}",ZRX
ethereum,uniswap,ETHMAXY,0xfECeCEbf44D38858A0C478C2c4afA2601F5352Fb,"{""usd"":94281,""base"":54.6,""quote"":19.02}",ETH
bsc,0xFF6ad8728C0aa5215FeFae3459D46B90a37b9546,ETH,0x0677FB47b0AB26E3d4FB8805dAd986171640D0a2,"{""usd"":75010.93868417908,""base"":29.58,""quote"":2864624}",ETH
ethereum,uniswap,LRC,0xe1d92f1De49CAEC73514f696FEa2a7d5441498E5,"{""usd"":300925,""base"":737332,""quote"":123.3}",LRC
optimism,uniswap,vMATIC,0x6f59c163AD6cC896145aF7D5922d1eAE174A1BCc,"{""usd"":653828,""base"":563389,""quote"":217440}",MATIC
avalanche,swapsicle,WAVAX,0x7e028006ec8632bf009fa4BdD8F1E5a50124EFec,"{""usd"":51089,""base"":2215,""quote"":25545}",AVAX
ethereum,unknown,WETH,0xcD452c162dA7761f08F656B8e5eDe3A385981378,"{""usd"":1985004,""base"":792.6,""quote"":992502}",ETH
ethereum,uniswap,rETH,0xa4e0faA58465A2D369aa21B3e42d43374c6F9613,"{""usd"":1753072,""base"":1064,""quote"":275.7}",ETH
bsc,pancakeswap,AVAX,0x151268db1579ebC5306D4aAa5DCC627646E6986F,"{""usd"":107821.72202071463,""base"":4657.35,""quote"":210.46}",AVAX
polygon,balancer,SOL,0x7c9cf12d783821d5c63d8e9427af5c44bad92445000100000000000000000051-0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619-0x7DfF46370e9eA5f0Bad3C4E29711aD50062EA7A4,"{""usd"":64484,""base"":2457,""quote"":25.89}",SOL
cronos,vvsfinance,DOGE,0x2A560f2312CB56327AD5D65a03F1bfEC10b62075,"{""usd"":189754,""base"":1342582,""quote"":1617058}",DOGE
aptos,liquidswap,WETH,liquidswap-1490,"{""usd"":1038193,""base"":415.5,""quote"":519097}",ETH
bsc,pancakeswap,WIN,0x6a445cEB72c8B1751755386c3990055ff92e14A0,"{""usd"":1031790.9291940796,""base"":7125671698,""quote"":516697}",WIN
bsc,nomiswap,MATIC,0x996B28Dda11381466C9e410D0b63a313a0f31c6B,"{""usd"":115534.58257687971,""base"":74376,""quote"":57767}",MATIC
bsc,mdex,LTC,0xBcD49db9AA7D3e6C7F06AcffABdc4E42b402bF82,"{""usd"":157071.08728214088,""base"":1073.32,""quote"":78536}",LTC
moonbeam,beamswap,xcDOT,0xd8FbdeF502770832E90a6352b275f20F38269b74,"{""usd"":62506,""base"":6800,""quote"":98414}",DOT
ethereum,uniswap,renBTC,0x3cB75142Bdae2bEf3Eb119AffB288aeb0599dC4f,"{""usd"":226153,""base"":4.771,""quote"":106.8}",BTC
ethereum,sushiswap,BAND,0xA75F7c2F025f470355515482BdE9EFA8153536A8,"{""usd"":578651,""base"":203087,""quote"":230.9}",BAND
ethereum,uniswap,COMP,0xea4Ba4CE14fdd287f380b55419B1C5b6c3f22ab6,"{""usd"":94466,""base"":2144,""quote"":19.38}",COMP
bsc,planetfinance,ETH,0x1820E39d1bE8Bf90fe45B097503613E557F5DFDF,"{""usd"":251317.00262657256,""base"":100.75,""quote"":490.88}",ETH
bsc,0x71539D09D3890195dDa87A6198B98B75211b72F3,BTCB,0x5e8F4c86C3BB2f4070ad570776574034Ac19e0e7,"{""usd"":583435.3974914756,""base"":17.39,""quote"":1139.36}",BTC
polygon,uniswap,SUSHI,0x07A0e5CC33F3f28Cf655D7a76334D0b1BAB5b704,"{""usd"":51047,""base"":24110,""quote"":34906}",SUSHI
polygon,sushiswap,WETH,0x6FF62bfb8c12109E8000935A6De54daD83a4f39f,"{""usd"":598032.4253920547,""base"":239.9,""quote"":299016}",ETH
avalanche,traderjoe,WMATIC,0xC0294fAfdeE273F4d8D01db52cc0c65102bc081F,"{""usd"":1173755,""base"":755281,""quote"":586877}",MATIC
osmosis,osmosis,DOT,773,"{""usd"":624906,""base"":68558,""quote"":440333}",DOT
fantom,equalizer,ETH,0xE3bD349BDb8203C15426b2d273f57568E658F843,"{""usd"":224992.06681235562,""base"":89.76,""quote"":517360}",ETH
milkomedacardano,milkyswap,WETH,0x7c0Fb8aEbe55f2b6E913A6021C48b8C060fEc4eD,"{""usd"":57245,""base"":22.93,""quote"":105851}",ETH
polygon,uniswap,MANA,0x56845fd95C766eCB0ab450fE2D105a19440a6E35,"{""usd"":56532,""base"":104881,""quote"":30143}",MANA
osmosis,osmosis,WBNB,840,"{""usd"":490887,""base"":960.3,""quote"":345649}",BNB
ethereum,sushiswap,WETH,0xC3D03e4F041Fd4cD388c549Ee2A29a9E5075882f,"{""usd"":6631146,""base"":2652,""quote"":3315573}",ETH
polygon,balancer,WMATIC,0xd208168d2a512240eb82582205d94a0710bce4e7000100000000000000000038-0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270-0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,"{""usd"":93845,""base"":60481,""quote"":46919}",MATIC
avalanchedfk,defikingdoms,ETH,0x78C893E262e2681Dbd6B6eBA6CCA2AaD45de19AD,"{""usd"":298746,""base"":120.1,""quote"":1716560}",ETH
kcc,mojitoswap,BTCK,0x67990BFEeB3c3537FC67C23f294312155D764b20,"{""usd"":2113015,""base"":62.79,""quote"":159191}",BTC
ethereum,uniswap,CRV,0x919Fa96e88d67499339577Fa202345436bcDaf79,"{""usd"":526639,""base"":654350,""quote"":144.2}",CRV
bsc,pancakeswap,SBNB,0x7E3d628D6014756285dFf1f4c5D54edC76095e42,"{""usd"":1574210.3073106299,""base"":3042.23,""quote"":3036.35}",BNB
heco,mdex,DOGE,0xAd67Dd95926bD56094908917Fa44529933B6F831,"{""usd"":311739.3594900904,""base"":2200435,""quote"":155870}",DOGE
avalanche,traderjoe,SOL,0x74eF6a9a7aE35899EaC8E2F2427C1a604d66Ae7b,"{""usd"":599774,""base"":22891,""quote"":299887}",SOL
polygon,quickswap,SOL,0x8F89216177144A553BE966fd45E17F9E915E3ef4,"{""usd"":543317.266678,""base"":20749,""quote"":271659}",SOL
osmosis,osmosis,EEUR,481,"{""usd"":936878,""base"":474364,""quote"":660150}",EUR
bsc,pancakeswap,stkBNB,0xaA2527ff1893e0D40d4a454623d362B79E8bb7F1,"{""usd"":179180.01681512964,""base"":344.17,""quote"":348.67}",BNB
bsc,0xC7a506ab3ac668EAb6bF9eCf971433D6CFeF05D9,BTCB,0xfb83B3525F937B33c6EcE4038DfA792fCee2Aa78,"{""usd"":86746.58300514297,""base"":2.58,""quote"":169.37}",BTC
polygon,mmfinance,stMATIC,0x0d54918038dbEE259173bdb055DCbC58211626FC,"{""usd"":51960.99217653494,""base"":31441,""quote"":19859}",MATIC
bsc,pancakeswap,DIA,0x1Cb2Ec921f84EBCA394fedADc8EBdDc6071099D7,"{""usd"":72560.36618398139,""base"":124770,""quote"":36280}",DIA
bsc,babyswap,ATOM,0x42932A3c73DF05586aa5cfD4f3a9a61655c98b45,"{""usd"":219989.92481459738,""base"":11021,""quote"":109995}",ATOM
polygon,0xBE087BeD88539d28664c9998FE3f180ea7b9749C,WETH,0x30890d1a43e74edbFb2340FdAEB5B49DFD7F3360,"{""usd"":54442.357462,""base"":21.77,""quote"":27221}",ETH
polygon,balancer,LINK,0xce66904b68f1f070332cbc631de7ee98b650b499000100000000000000000009-0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39-0xD6DF932A45C0f255f85145f286eA0b292B21C90B,"{""usd"":141973,""base"":12667,""quote"":1296}",LINK
polygon,quickswap,stMATIC,0x65752C54D9102BDFD69d351E1838A1Be83C924C6,"{""usd"":435537.3047158288,""base"":266028,""quote"":281029}",MATIC
kcc,mojitoswap,CRV,0x27032cA70a9F37Dc7391E2ec5f75011637cc8e03,"{""usd"":97108,""base"":90784,""quote"":7322}",CRV
ethereum,uniswap,MKR,0xe8c6c9227491C0a8156A0106A0204d881BB7E531,"{""usd"":7041941,""base"":12698,""quote"":352.7}",MKR
osmosis,osmosis,BAND,626,"{""usd"":60050,""base"":21211,""quote"":42344}",BAND
polygon,kyberswap,KNC,0xCD0bC9DcB8F1dDa77C5D6d8615577d7B50Efe0Db,"{""usd"":61785.87142896846,""base"":134270,""quote"":30893}",KNC
fantom,hyperjump,WFTM,0x50Cc648E45B84D68405BA0707e94c507b08e593d,"{""usd"":64891.738654,""base"":149816,""quote"":32446}",FTM
aptos,pancakeswap,WETH,pcs-141,"{""usd"":3824240,""base"":1530,""quote"":1912120}",ETH
ethereum,sushiswap,SUSHI,0x795065dCc9f64b5614C407a6EFDC400DA6221FB0,"{""usd"":9608290,""base"":4915469,""quote"":3846}",SUSHI
polygon,uniswap,BUSD,0x2c9706d421Ddd566FD487628592B2451898eB77F,"{""usd"":55400,""base"":26025,""quote"":29400}",BUSD
polygon,quickswap,maWETH,0x95E6c356C87A5AB6Cc415040F1C794e82015207E,"{""usd"":93281.81051122937,""base"":37.63,""quote"":44197}",ETH
polygon,sushiswap,AXMATIC,0xf5a739B544b392a3ffF893a91c53e7408116dFc5,"{""usd"":195458.93494144676,""base"":119855,""quote"":838860}",MATIC
arbitrumnova,sushiswap,WETH,0x26d96cfC6DF8262b1bb327a2df0eDE02FDfC8874,"{""usd"":195076,""base"":78.88,""quote"":97538}",ETH
polygon,sushiswap,WMATIC,0xcd353F79d9FADe311fC3119B841e1f456b54e858,"{""usd"":356184.392422,""base"":229817,""quote"":178092}",MATIC
wanchain,wanswap,wanETH,0xB1b5Dada5795F174F1f62edE70EdB4365fB07fb1,"{""usd"":131714,""base"":52.73,""quote"":401067}",ETH
optimism,uniswap,vSOL,0xf993cc412eDF1257F3e771Bb744645daF4c19b14,"{""usd"":295319,""base"":12282,""quote"":134768}",SOL
fantom,spookyswap,ETH,0xf0702249F4D3A25cD3DED7859a165693685Ab577,"{""usd"":3995559.2035078416,""base"":1597.55,""quote"":9193878}",ETH
moonbeam,stellaswap,xcDOT,0xa927E1e1E044CA1D9fe1854585003477331fE2Af,"{""usd"":4349639,""base"":472022,""quote"":6848374}",DOT
wanchain,wanswap,wanBTC,0x56290cdbd88D5516877Cbc1c892Aa7A77f3b0301,"{""usd"":423573,""base"":12.62,""quote"":1289772}",BTC
canto,slingshotfinance,ATOM,0x30838619C55B787BafC3A4cD9aEa851C1cfB7b19,"{""usd"":3277324,""base"":164307,""quote"":16054333}",ATOM
avalanche,kyberswap,WAVAX,0x1314EEBFaEB680aE522853fe313F4e631562f989,"{""usd"":192206,""base"":8513,""quote"":94224}",AVAX
ethereum,uniswap,DIA,0x4Dc02e1bB2EC1CE4C50C351e6e06505E7B1dCe8d,"{""usd"":814063,""base"":1384946,""quote"":325.9}",DIA
bsc,apeswap,XRP,0x6f0f18f5fcC1466ec41c8106689e10BeFE68D1c0,"{""usd"":113579.50640617292,""base"":169792,""quote"":221.68}",XRP
bsc,0x3657952d7bA5A0A4799809b5B6fdfF9ec5B46293,WBNB,0xCf643C4B9DBf42239aa00e23A0570c90d517E6dC,"{""usd"":61768.028279102386,""base"":120.48,""quote"":30884}",BNB
bsc,pancakeswap,BUSD,0xd7C6Fc00FAe64cb7D242186BFD21e31C5b175671,"{""usd"":179305.51777990093,""base"":89481,""quote"":89204}",BUSD
astar,arthswap,BUSD,0xeee106Aa8a0DE519E8Eb21C66A5c2275b46b3F4d,"{""usd"":822070,""base"":410606,""quote"":411035}",BUSD
tombchain,lif3,FTM,0x4a3F1C700d69818001eD5f21175B9E8D267de9e5,"{""usd"":199689,""base"":466408,""quote"":4649625}",FTM
polygon,quickswap,LINK,0x5cA6CA6c3709E1E6CFe74a50Cf6B2B6BA2Dadd67,"{""usd"":287570.61878185347,""base"":25630,""quote"":115.03}",LINK
cronos,mmfinance,WBTC,0x5383202D48C24aAA19873366168f2Ed558a00ff0,"{""usd"":213428,""base"":6.373,""quote"":1817561}",BTC
fantom,wigoswap,ETH,0x9B82CF433bEa2671Ea024A5c7066DE0c3292AdE6,"{""usd"":103206.05026365846,""base"":41.29,""quote"":237984}",ETH
evmos,diffusion,axlWETH,0x1E4732C7D934173116a1981F9B94B31D5da3c6F9,"{""usd"":181766.4433425989,""base"":71.97,""quote"":240114}",ETH
arbitrum,uniswap,wstETH,0x7103B8F34473C7812818C55EB127D1F590F67D84,"{""usd"":79588,""base"":38.37,""quote"":21.08}",ETH
avalanche,traderjoe,agEUR,0x0b7e759A94D18A0109b9317606aA7094A40f8733,"{""usd"":204278,""base"":95073,""quote"":102139}",EUR
aptos,pancakeswap,BUSD,pcs-215,"{""usd"":3759591,""base"":1874093,""quote"":1879795}",BUSD
moonbeam,beamswap,xcIBTC,0x0557949eA1f39E08233246d15Af6C24CF8b92B82,"{""usd"":539965,""base"":16.07,""quote"":269982}",BTC
metis,netswap,BNB,0xD8fF1c29204256c506098470143896ba2f54CFAd,"{""usd"":127663,""base"":250.4,""quote"":3813}",BNB
milkomedacardano,muesliswap,WBTC,0xaDbaBAf06c98785f09482F41Cf862edBE7889160,"{""usd"":51937,""base"":1.555,""quote"":96358}",BTC
arbitrum,sushiswap,WBTC,0x515e252b2b5c22b4b2b6Df66c2eBeeA871AA4d69,"{""usd"":1114039.8237623447,""base"":33.16,""quote"":445.82}",BTC
bsc,mdex,ETH,0x0FB881c078434b1C0E4d0B64d8c64d12078b7Ce2,"{""usd"":3709783.0025901846,""base"":1484.03,""quote"":1854892}",ETH
bsc,pancakeswap,ONE,0x9D2296e2Fe3CdBf2EB3e3e2CA8811BaFA42eeDFF,"{""usd"":148605.1501002848,""base"":7181576,""quote"":290.14}",ONE
fantom,spiritswap,ETH,0x613BF4E46b4817015c01c6Bb31C7ae9edAadc26e,"{""usd"":252508.47790865393,""base"":101.19,""quote"":583358}",ETH
fuse,voltagefinance,WETH,0x7Fe1A61E4FE983D275cb5669072A9d1dee9Bd45C,"{""usd"":249736.81370828426,""base"":100.07,""quote"":2083406}",ETH
bsc,apeswap,DOGE,0xfd1ef328A17A8e8Eeaf7e4Ea1ed8a108E1F2d096,"{""usd"":118208.37650583172,""base"":832618,""quote"":229.96}",DOGE
polygon,dfyn,WETH,0xC3379226AEeF21464d05676305dad1261D6F3FAC,"{""usd"":348656.22865331464,""base"":139.8,""quote"":224378}",ETH
fantom,beethovenx,BUSD,0xcc331c12f23a22dd253f97b2b0f501577827496e0001000000000000000005f0-0x04068DA6C83AFCFA0e13ba15A6696662335D5B75-0xC931f61B1534EB21D8c11B24f3f5Ab2471d4aB50,"{""usd"":599348,""base"":300827,""quote"":299737}",BUSD
fantom,beethovenx,AVAX,0x65411827ef78f08f6559acf91de3a4f5a26d785c0001000000000000000004c6-0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83-0x511D35c52a3C244E7b8bd92c0C297755FbD89212,"{""usd"":89042,""base"":3748,""quote"":196157}",AVAX
polygon,uniswap,stMATIC,0x59db5eA66958b19641b6891Fc373B44b567ea15C,"{""usd"":96726,""base"":46523,""quote"":75606}",MATIC
arbitrum,traderjoe,WBTC,0x805600Dc8aD916D221e635da6731e357845D32f9,"{""usd"":57352,""base"":2.428,""quote"":16567}",BTC
bsc,biswap,TRX,0x16da0c473214717383b7Ef5cdE71c723584f8ac4,"{""usd"":331402.2762258394,""base"":3236541,""quote"":642.39}",TRX
polygon,quickswap,mOCEAN,0x5a94F81D25c73eDdBDD84b84E8F6D36C58270510,"{""usd"":566987.2775574876,""base"":1527354,""quote"":365786}",OCEAN
bsc,biswap,ETC,0x1Cba970a6E06d4BcC0c4717BE677d1A8AA0211DA,"{""usd"":837927.8374715572,""base"":23109,""quote"":1637.67}",ETC
kcc,mojitoswap,SNX,0x33FEa29caD88963B94cE40047fB562ACf98bA572,"{""usd"":102975,""base"":33311,""quote"":7764}",SNX
evmos,diffusion,ATOM,0x9d3055544E85Dbaea07A6966741010e663ab5444,"{""usd"":676680.0477602475,""base"":33789,""quote"":905621}",ATOM
polygon,apeswap,WETH,0x6Cf8654e85AB489cA7e70189046D507ebA233613,"{""usd"":1892992.6426550888,""base"":759.36,""quote"":1220177}",ETH
polygon,quickswap,SAND,0x369582d2010B6eD950B571F4101e3bB9b554876F,"{""usd"":3484370.5936418865,""base"":4223981,""quote"":2248287}",SAND
ethereum,uniswap,MATIC,0x819f3450dA6f110BA6Ea52195B3beaFa246062dE,"{""usd"":945115,""base"":608503,""quote"":378.3}",MATIC
ethereum,uniswap,SAND,0x3dd49f67E9d5Bc4C5E6634b3F70BfD9dc1b6BD74,"{""usd"":1443536,""base"":1745951,""quote"":577.9}",SAND
bsc,0xE52cCf7B6cE4817449F2E6fA7efD7B567803E4b4,ETH,0x70E2A2A6c00cAaD4Eb7e8D600B5c62e85ab0A642,"{""usd"":388230.50088985113,""base"":155.54,""quote"":258642}",ETH
bsc,babyswap,AVAX,0x74c4DA0DAca1A9e52Faec732d96BC7dEA9FB3ac1,"{""usd"":286965.30298941577,""base"":12458,""quote"":143483}",AVAX
bsc,biswap,BTCB,0xa987f0b7098585c735cD943ee07544a84e923d1D,"{""usd"":8080401.815448198,""base"":240.68,""quote"":4040201}",BTC
arbitrum,sushiswap,LINK,0x7050A8908E2a60899D8788015148241f0993a3FD,"{""usd"":78936.63284953013,""base"":7034.31,""quote"":31.58}",LINK
gnosischain,honeyswap,WBTC,0xb3011007ebBb56C791eAEbF87Fe035190b8dbE62,"{""usd"":68819,""base"":2.053,""quote"":27.56}",BTC
kcc,kuswap,BTCK,0x009fe8dACCDcB2C82f5Bde0E9A28d0D802fF93Fd,"{""usd"":58665,""base"":1.749,""quote"":4416}",BTC
conflux,swappi,WBTC,0x9B2e43277238d4C6a9534CAA84cf80cB076810eA,"{""usd"":484985,""base"":14.46,""quote"":242492}",BTC
ethereum,balancer,LINK,0xe99481dc77691d8e2456e5f3f61c1810adfc1503000200000000000000000018-0x514910771AF9Ca656af840dff83E8264EcF986CA-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":1254610,""base"":111714,""quote"":502.1}",LINK
gnosischain,honeyswap,DATA,0x3Bb4eE8EfB711E117912c0f7C3158B069482f977,"{""usd"":72380,""base"":1520734,""quote"":36251}",DATA
smartbch,benswap,bbETH,0x15868E73067fA63b17b5429aBc94B5aC2399d9b1,"{""usd"":50723.292994632815,""base"":20.03,""quote"":249.62}",ETH
smartbch,benswap,bbBTC,0x184a34ba5108f1DBE773aA1aca962604627c8C33,"{""usd"":51043.10749776203,""base"":1.51,""quote"":251.2}",BTC
boba,oolongswap,WBTC,0xeef227ECccec2213f80bB92CB648b0ddbAAB00AB,"{""usd"":85239,""base"":2.527,""quote"":33.82}",BTC
ethereum,pancakeswap,WETH,0x17C1Ae82D99379240059940093762c5e4539aba5,"{""usd"":2509478,""base"":1004,""quote"":1254739}",ETH
optimism,uniswap,WBTC,0x85C31FFA3706d1cce9d525a00f1C7D4A2911754c,"{""usd"":84105,""base"":3.86,""quote"":15.41}",BTC
bsc,biswap,UNI,0x153dC2eBcB551799b13D4E6Ff84fC34C7AEDf241,"{""usd"":2009764.0765569261,""base"":189154,""quote"":3924.29}",UNI
ethereum,0x4eef5746ED22A2fD368629C1852365bf5dcb79f1,WETH,0x3Af7A58D54cf014675aF2B7EBc222C3166BF5692,"{""usd"":240749,""base"":96.36,""quote"":120374}",ETH
ethereum,uniswap,FUN,0x3fFedCDDD268511acC44aE67845bdd56c8417fA4,"{""usd"":3243198,""base"":328562518,""quote"":73.07}",FUN
ethereum,uniswap,OGN,0x70BB8E6844DFB681810FD557DD741bCaF027bF94,"{""usd"":1119510,""base"":7532758,""quote"":365.2}",OGN
ethereum,uniswap,PNT,0x77bbC2B409C2c75E4999e8E3eb8309EFff37cf2D,"{""usd"":378009,""base"":1402969,""quote"":151.3}",PNT
ethereum,uniswap,rETH2,0xa9ffb27d36901F87f1D0F20773f7072e38C5bfbA,"{""usd"":8343216,""base"":3155,""quote"":3564}",ETH
bsc,nomiswap,BTCB,0x36451A95D5a2F0C25530331F382E4D432CAecB17,"{""usd"":718388.7273576532,""base"":21.4,""quote"":1402.61}",BTC
arbitrum,balancer,BAL,0xcc65a812ce382ab909a11e434dbf75b34f1cc59d000200000000000000000001-0x040d1EdC9569d4Bab2D15287Dc5A4F10F56a56B8-0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,"{""usd"":240875,""base"":27517,""quote"":77.28}",BAL
avalanche,traderjoe,WBTC.e,0xd5a37dC5C9A396A03dd1136Fc76A1a02B1c88Ffa,"{""usd"":431551,""base"":12.82,""quote"":18722}",BTC
aurora,trisolaris,WETH,0x63da4DB6Ef4e7C62168aB03982399F9588fCd198,"{""usd"":627678,""base"":251.8,""quote"":208885}",ETH
dogechain,yodeswap,WWDOGE,0x8DCeBE9f071562D52b5ABB17235f3bCA768C1e44,"{""usd"":229408,""base"":1597949,""quote"":114704}",DOGE
milkomedacardano,muesliswap,AVAX,0x172fe7FC5263f6ebAda9A58FFabEec68397995BD,"{""usd"":167050,""base"":7163,""quote"":308893}",AVAX
ethereum,sushiswap,MATIC,0x7f8F7Dd53D1F3ac1052565e3ff451D7fE666a311,"{""usd"":72657,""base"":46723,""quote"":29.08}",MATIC
arbitrum,uniswap,UNI,0xC24f7d8E51A64dc1238880BD00bb961D54cbeb29,"{""usd"":648892,""base"":96768,""quote"":107.19}",UNI
fuse,voltagefinance,BNB,0x0dF48369504825C16D3FC6a74842aEf3c91E90E6,"{""usd"":89002.31914611619,""base"":172.52,""quote"":44501}",BNB
bsc,biswap,EGLD,0x46c2b98471144537AcFF010A42675De31cd56Dd9,"{""usd"":281295.7085344492,""base"":4114.5,""quote"":547.52}",EGLD
bsc,pancakeswap,ZIL,0x6A97867a4b7Eb7646ffB1F359ad582e9903aa1C2,"{""usd"":50613.13659252678,""base"":1563297,""quote"":100.64}",ZIL
polygon,uniswap,BEUR,0x0066ead4772591b62dC72929AEF13F7DDE1B4374,"{""usd"":315936,""base"":133870,""quote"":171985}",EUR
astar,arthswap,WBTC,0x61a49Ba86E168cD25cA795b07B0A93236BB25127,"{""usd"":253312,""base"":7.554,""quote"":3219249}",BTC
kcc,mojitoswap,LINK,0x2c44f11c2D73961d09197729aea9449c8c786049,"{""usd"":166995,""base"":14887,""quote"":12593}",LINK
fantom,knightswap,ETH,0xbE612c02BeE4b9FEb6B38693510c6C2a2028866d,"{""usd"":60069.7140066794,""base"":24.03,""quote"":138486}",ETH
bitgert,icecreamswap,ETHi,0x9C5452e5735E6958E975389531A01Ff49478f186,"{""usd"":142439,""base"":55.98,""quote"":243226752982}",ETH
ethereum,uniswap,OCEAN,0x283E2E83b7f3e297C4B7c02114Ab0196B001a109,"{""usd"":262098,""base"":877597,""quote"":79.59}",OCEAN
polygon,polycat,WMATIC,0x8A4CEb4DffA238539C5d62Ce424980e8fdb21EBc,"{""usd"":56744.679216,""base"":36577,""quote"":28372}",MATIC
optimism,velodrome,wstETH,0xBf205335De602ac38244F112d712ab04CB59A498,"{""usd"":15547529.803016331,""base"":2997.56,""quote"":6216.87}",ETH
evmos,diffusion,ceWETH,0x40F75Fe84383dF52FcaB461497C5949C1Dc811De,"{""usd"":119192.78538436933,""base"":47.01,""quote"":158754}",ETH
